task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,12,0.8835401,102246,[-10.459500312805176],[-5.357212066650391],67653,[-7.583629131317139],[-8.335306167602539],-42.9335,-40.057625,incorrect,False,-42.9335,-40.057625,incorrect,False,-42.9335,-40.057625,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,13,0.65171766,107571,[-11.586501121520996],[-7.257879734039307],88930,[-10.106880187988281],[4.999247074127197],-40.409985,-38.930367,incorrect,False,-40.409985,-38.930367,incorrect,False,-40.409985,-38.930367,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,14,0.27113548,154914,[-13.140542984008789],[-0.8763325214385986],79185,[-7.540544033050537],[-3.3942317962646484],-42.73381,-37.13381,incorrect,False,-42.73381,-37.13381,incorrect,False,-42.73381,-37.13381,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,15,0.19905901,151722,[-12.9395112991333],[4.758162975311279],92533,[-8.351197242736816],[-0.3253486752510071],-43.45246,-38.864147,incorrect,False,-43.45246,-38.864147,incorrect,False,-43.45246,-38.864147,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,16,0.026454588,140999,[-11.892278671264648],[8.633323669433594],101317,[-8.820036888122559],[6.132088661193848],-45.936348,-42.86411,incorrect,False,-45.936348,-42.86411,incorrect,False,-45.936348,-42.86411,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,17,0.03363749,113564,[-8.8250093460083],[5.113542556762695],84504,[-6.640915870666504],[4.199803352355957],-40.035942,-37.85185,incorrect,False,-40.035942,-37.85185,incorrect,False,-40.035942,-37.85185,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,18,0.016838709,95556,[-7.082378387451172],[2.6626546382904053],71857,[-5.225894451141357],[6.074680805206299],-39.20668,-37.350197,incorrect,False,-39.20668,-37.350197,incorrect,False,-39.20668,-37.350197,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,19,0.023274183,116022,[-6.133059978485107],[8.401244163513184],77558,[-3.355175733566284],[4.286759376525879],-39.686363,-36.908478,incorrect,False,-39.686363,-36.908478,incorrect,False,-39.686363,-36.908478,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,20,0.024187557,99714,[-3.7815122604370117],[4.039422988891602],76548,[-2.1506102085113525],[4.552223205566406],-38.059704,-36.428802,incorrect,False,-38.059704,-36.428802,incorrect,False,-38.059704,-36.428802,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,21,0.024185246,110593,[-2.125899076461792],[-3.278080940246582],84230,[-0.47922444343566895],[1.948909044265747],-36.331505,-34.68483,incorrect,False,-36.331505,-34.68483,incorrect,False,-36.331505,-34.68483,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,22,0.084600985,124642,[-3.074533224105835],[9.919246673583984],74720,[0.16429102420806885],[7.165226459503174],-38.52232,-35.283497,incorrect,False,-38.52232,-35.283497,incorrect,False,-38.52232,-35.283497,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,23,0.108186685,94290,[0.6952823400497437],[1.536980152130127],64290,[2.5991835594177246],[0.7079890370368958],-34.084446,-32.180546,incorrect,False,-34.084446,-32.180546,incorrect,False,-34.084446,-32.180546,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,24,1.1617482,93884,[1.216426968574524],[18.522823333740234],67822,[2.849513053894043],[20.6270751953125],-32.522118,-30.889032,incorrect,False,-32.522118,-30.889032,incorrect,False,-32.522118,-30.889032,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,25,0.4224009,22560,[7.070404529571533],[9.79213809967041],11746,[9.219351768493652],[5.367361545562744],-28.918184,-26.769236,incorrect,False,-28.918184,-26.769236,incorrect,False,-28.918184,-26.769236,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,26,1.3228977,16502,[9.74023151397705],[3.276536226272583],14280,[10.216139793395996],[-3.173421621322632],-25.86768,-25.39177,incorrect,False,-25.86768,-25.39177,incorrect,False,-25.86768,-25.39177,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,27,0.4424112,18566,[11.266986846923828],[5.895266056060791],32288,[9.293858528137207],[8.737640380859375],-32.830692,-34.80382,correct,True,-32.830692,-34.80382,correct,True,-32.830692,-34.80382,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,28,0.47033668,13903,[12.534951210021973],[20.083377838134766],18203,[11.642958641052246],[24.988201141357422],-30.634968,-31.526958,correct,True,-30.634968,-31.526958,correct,True,-30.634968,-31.526958,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,29,0.5399435,2475,[17.799285888671875],[24.386632919311523],1985,[18.474285125732422],[20.854230880737305],-27.738588,-27.06359,incorrect,False,-27.738588,-27.06359,incorrect,False,-27.738588,-27.06359,incorrect,False
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,30,0.4013002,323,[23.689680099487305],[38.85994338989258],373,[23.30165672302246],[26.253225326538086],-21.666515,-22.054539,correct,True,-21.666515,-22.054539,correct,True,-21.666515,-22.054539,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,31,1.0513002,16,[33.83751678466797],[22.141252517700195],50,[29.66967010498047],[18.700332641601562],-10.136453,-14.304299,correct,True,-10.136453,-14.304299,correct,True,-10.136453,-14.304299,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,32,0.6425639,7,[38.16339111328125],[14.509196281433105],20,[33.26691436767578],[7.13921594619751],-6.267367,-11.163843,correct,True,-6.267367,-11.163843,correct,True,-6.267367,-11.163843,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,33,0.83706355,3,[40.727108001708984],[7.891018867492676],16,[34.09135055541992],[-0.48405560851097107],-3.2270603,-9.862818,correct,True,-3.2270603,-9.862818,correct,True,-3.2270603,-9.862818,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,34,0.60275304,3,[39.9758186340332],[7.541141986846924],23,[31.527118682861328],[2.066035270690918],-3.3373694,-11.78607,correct,True,-3.3373694,-11.78607,correct,True,-3.3373694,-11.78607,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,35,0.9554243,3,[39.69351577758789],[-0.8559104800224304],26,[30.247854232788086],[-3.0707311630249023],-2.4047189,-11.850381,correct,True,-2.4047189,-11.850381,correct,True,-2.4047189,-11.850381,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,36,1.5251399,6,[36.308815002441406],[40.607486724853516],51,[27.068695068359375],[40.025508880615234],-3.6849217,-12.925041,correct,True,-3.6849217,-12.925041,correct,True,-3.6849217,-12.925041,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,37,0.02541348,1,[45.488651275634766],[-4.429937362670898],6,[36.70044708251953],[-3.8128750324249268],-0.0029456106,-8.79115,correct,True,-0.0029456106,-8.79115,correct,True,-0.0029456106,-8.79115,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,38,1.000586,1,[41.30335235595703],[-3.854854106903076],13,[33.25489044189453],[-11.542351722717285],-0.51912326,-8.567585,correct,True,-0.51912326,-8.567585,correct,True,-0.51912326,-8.567585,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,39,0.20886056,5,[35.09489822387695],[30.881370544433594],40,[25.667621612548828],[24.222352981567383],-7.287632,-16.714909,correct,True,-7.287632,-16.714909,correct,True,-7.287632,-16.714909,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,40,0.8029979,2,[43.708858489990234],[5.471342086791992],13,[32.53406524658203],[3.8010635375976562],-0.87797403,-12.052767,correct,True,-0.87797403,-12.052767,correct,True,-0.87797403,-12.052767,correct,True
capitals-recall,8,country,South Africa,has_competitor,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,The capital of South Africa is,41,0.7092528,1,[50.58041763305664],,12,[37.52518844604492],,-0.5058205,-13.561049,correct,True,-0.5058205,-13.561049,correct,True,-0.5058205,-13.561049,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,0,6.447963e-36,20095,[4.546145439147949],[-20.3846378326416],82226,[-1.8307400941848755],[6.412892818450928],-160.72058,-167.09746,correct,True,-160.72058,-167.09746,correct,True,-160.72058,-167.09746,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,1,4.3163026e-19,243315,[-8.040175437927246],[-16.17512321472168],155311,[2.07802152633667],[-13.583746910095215],-108.961296,-98.8431,incorrect,False,-108.961296,-98.8431,incorrect,False,-108.961296,-98.8431,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,2,5.29409e-12,253487,[-18.916793823242188],[8.708878517150879],197834,[-7.592166423797607],[7.744478225708008],-89.046074,-77.72144,incorrect,False,-89.046074,-77.72144,incorrect,False,-89.046074,-77.72144,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,3,0.0017559679,234662,[-11.66340160369873],[-9.521597862243652],116807,[-1.3533953428268433],[-14.24941349029541],-63.26364,-52.953632,incorrect,False,-63.26364,-52.953632,incorrect,False,-63.26364,-52.953632,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,4,6.1996195e-07,244052,[-17.497642517089844],[-4.651199817657471],186747,[-10.765914916992188],[-7.48632287979126],-66.927414,-60.195683,incorrect,False,-66.927414,-60.195683,incorrect,False,-66.927414,-60.195683,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,5,0.24859041,219113,[-18.02178955078125],[2.655677080154419],182318,[-14.719850540161133],[-7.472412109375],-61.076786,-57.774845,incorrect,False,-61.076786,-57.774845,incorrect,False,-61.076786,-57.774845,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,6,0.847548,156550,[-14.08199691772461],[6.310404300689697],191082,[-16.662752151489258],[1.6032854318618774],-58.289375,-60.870132,correct,True,-58.289375,-60.870132,correct,True,-58.289375,-60.870132,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,7,0.031275734,69904,[-8.570874214172363],[7.655623435974121],129899,[-13.450407028198242],[-3.9648382663726807],-65.50427,-70.383804,correct,True,-65.50427,-70.383804,correct,True,-65.50427,-70.383804,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,8,0.0057819737,38915,[-4.5121235847473145],[0.6961336731910706],155284,[-14.184821128845215],[12.577836990356445],-62.56191,-72.234604,correct,True,-62.56191,-72.234604,correct,True,-62.56191,-72.234604,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,9,0.04761461,39578,[-4.126669406890869],[-0.5417177677154541],84647,[-8.696325302124023],[-0.44524696469306946],-53.1827,-57.752357,correct,True,-53.1827,-57.752357,correct,True,-53.1827,-57.752357,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,10,0.059112404,42755,[-4.02151346206665],[-8.334619522094727],89354,[-8.1399507522583],[-10.620658874511719],-45.093266,-49.2117,correct,True,-45.093266,-49.2117,correct,True,-45.093266,-49.2117,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,11,0.8514594,57953,[-7.651539325714111],[0.2020728439092636],115341,[-12.656299591064453],[2.0788116455078125],-43.931973,-48.936733,correct,True,-43.931973,-48.936733,correct,True,-43.931973,-48.936733,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,12,0.38865027,54343,[-7.153885364532471],[-11.54980754852295],98322,[-11.180862426757812],[-8.404706001281738],-42.532166,-46.559143,correct,True,-42.532166,-46.559143,correct,True,-42.532166,-46.559143,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,13,0.15530309,87830,[-10.897995948791504],[1.0648365020751953],118032,[-13.367635726928711],[-2.1527791023254395],-43.193947,-45.66359,correct,True,-43.193947,-45.66359,correct,True,-43.193947,-45.66359,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,14,0.122809164,78284,[-9.483431816101074],[-0.09218212217092514],121213,[-12.870930671691895],[1.775069236755371],-43.464737,-46.852234,correct,True,-43.464737,-46.852234,correct,True,-43.464737,-46.852234,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,15,0.14742132,84293,[-9.00515079498291],[-1.741302728652954],116842,[-11.596054077148438],[5.326634407043457],-42.982265,-45.57317,correct,True,-42.982265,-45.57317,correct,True,-42.982265,-45.57317,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,16,0.02804712,92037,[-9.895136833190918],[-4.771090507507324],96113,[-10.22830867767334],[-6.723273277282715],-46.53719,-46.87036,correct,True,-46.53719,-46.87036,correct,True,-46.53719,-46.87036,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,17,0.047017492,126632,[-11.513232231140137],[6.398666858673096],140022,[-12.546249389648438],[11.093379020690918],-44.236683,-45.2697,correct,True,-44.236683,-45.2697,correct,True,-44.236683,-45.2697,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,18,0.091906056,112454,[-9.027456283569336],[7.903780460357666],106746,[-8.612558364868164],[0.5057407021522522],-41.812103,-41.3972,incorrect,False,-41.812103,-41.3972,incorrect,False,-41.812103,-41.3972,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,19,0.13734627,97122,[-6.406594753265381],[4.759912967681885],121652,[-8.099601745605469],[1.7942146062850952],-40.55134,-42.244347,correct,True,-40.55134,-42.244347,correct,True,-40.55134,-42.244347,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,20,0.060015738,95838,[-4.924286842346191],[7.852210998535156],131970,[-7.328359603881836],[8.285778045654297],-39.816654,-42.220726,correct,True,-39.816654,-42.220726,correct,True,-39.816654,-42.220726,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,21,0.07136201,89452,[-2.1412513256073],[7.201168060302734],123225,[-4.22029447555542],[1.6539262533187866],-37.312206,-39.39125,correct,True,-37.312206,-39.39125,correct,True,-37.312206,-39.39125,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,22,0.13066147,65040,[0.10340740531682968],[4.269296646118164],123212,[-3.629765272140503],[2.7864460945129395],-36.43044,-40.163612,correct,True,-36.43044,-40.163612,correct,True,-36.43044,-40.163612,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,23,0.14934857,70600,[1.500504732131958],[0.9336299896240234],137791,[-2.34151029586792],[-4.4343743324279785],-33.491764,-37.33378,correct,True,-33.491764,-37.33378,correct,True,-33.491764,-37.33378,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,24,0.93955505,73695,[1.7391860485076904],[2.5604300498962402],169340,[-3.664443254470825],[4.613254547119141],-32.358147,-37.761776,correct,True,-32.358147,-37.761776,correct,True,-32.358147,-37.761776,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,25,0.41365454,56432,[2.3940021991729736],[3.936539649963379],125297,[-1.9144811630249023],[10.007711410522461],-33.813324,-38.121807,correct,True,-33.813324,-38.121807,correct,True,-33.813324,-38.121807,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,26,0.8410247,62675,[3.5913705825805664],[4.685952663421631],94972,[1.5217242240905762],[6.497869968414307],-34.431953,-36.5016,correct,True,-34.431953,-36.5016,correct,True,-34.431953,-36.5016,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,27,0.43532398,53838,[5.5653228759765625],[13.925971031188965],73571,[4.098198890686035],[-4.438972473144531],-40.026733,-41.49386,correct,True,-40.026733,-41.49386,correct,True,-40.026733,-41.49386,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,28,0.69855344,21827,[9.935575485229492],[10.820202827453613],115432,[2.3722803592681885],[15.201425552368164],-35.73782,-43.301113,correct,True,-35.73782,-43.301113,correct,True,-35.73782,-43.301113,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,29,0.4169631,11406,[12.613604545593262],[7.534977912902832],54869,[6.859760761260986],[15.17597484588623],-35.626343,-41.380188,correct,True,-35.626343,-41.380188,correct,True,-35.626343,-41.380188,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,30,0.9656548,6739,[14.01991081237793],[21.087852478027344],18288,[10.72590160369873],[36.190277099609375],-34.28261,-37.576622,correct,True,-34.28261,-37.576622,correct,True,-34.28261,-37.576622,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,31,0.73998475,1270,[19.542835235595703],[9.268608093261719],789,[21.03372573852539],[10.25084400177002],-28.87824,-27.38735,incorrect,False,-28.87824,-27.38735,incorrect,False,-28.87824,-27.38735,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,32,0.26179487,693,[20.927555084228516],[4.613215446472168],427,[22.598331451416016],[11.269140243530273],-28.410421,-26.739645,incorrect,False,-28.410421,-26.739645,incorrect,False,-28.410421,-26.739645,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,33,0.879792,689,[21.235925674438477],[8.876240730285645],296,[24.456201553344727],[7.9108195304870605],-27.683666,-24.46339,incorrect,False,-27.683666,-24.46339,incorrect,False,-27.683666,-24.46339,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,34,0.63532394,457,[22.216718673706055],[12.706197738647461],225,[24.989410400390625],[0.9636638164520264],-26.742424,-23.969732,incorrect,False,-26.742424,-23.969732,incorrect,False,-26.742424,-23.969732,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,35,0.7823512,248,[24.44707679748535],[10.086251258850098],281,[23.886552810668945],[2.0312633514404297],-24.973293,-25.533817,correct,True,-24.973293,-25.533817,correct,True,-24.973293,-25.533817,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,36,0.9204826,158,[24.66246795654297],[17.56985855102539],301,[22.13006591796875],[31.848806381225586],-22.038677,-24.57108,correct,True,-22.038677,-24.57108,correct,True,-22.038677,-24.57108,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,37,0.2830718,58,[28.016942977905273],[4.71371603012085],42,[29.582530975341797],[-4.534927845001221],-19.876091,-18.310503,incorrect,False,-19.876091,-18.310503,incorrect,False,-19.876091,-18.310503,incorrect,False
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,38,0.4415559,65,[27.96269416809082],[24.491666793823242],84,[26.785297393798828],[11.547609329223633],-21.033283,-22.21068,correct,True,-21.033283,-22.21068,correct,True,-21.033283,-22.21068,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,39,0.043906435,14,[32.2972412109375],[8.080471992492676],39,[27.199302673339844],[7.196169376373291],-16.288765,-21.386703,correct,True,-16.288765,-21.386703,correct,True,-16.288765,-21.386703,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,40,0.0291017,13,[34.14255905151367],[9.640752792358398],46,[28.899587631225586],[14.347550392150879],-16.28694,-21.529911,correct,True,-16.28694,-21.529911,correct,True,-16.28694,-21.529911,correct,True
capitals-recall,9,country,Switzerland,has_competitor,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,The capital of Switzerland is,41,0.00036970415,6,[45.821109771728516],,11,[42.537933349609375],,-16.599651,-19.882828,correct,True,-16.599651,-19.882828,correct,True,-16.599651,-19.882828,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,0,9.952814499999998e-37,202681,[-10.81436824798584],[21.323041915893555],118959,[-5.332474231719971],[22.7608642578125],-177.9862,-172.50432,incorrect,False,-177.9862,-172.50432,incorrect,False,-177.9862,-172.50432,incorrect,False
