task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",23,0.74358946,41084,"[4.857076644897461, -8.253885269165039]","[9.35002326965332, 7.836543560028076]",113403,"[-0.509088933467865, 15.512215614318848, -7.0015974044799805]","[0.5622243881225586, 17.23387908935547, 1.5241893529891968]",-37.201714,-32.146805,incorrect,False,-74.40343,-96.440414,correct,True,-30.706245,-36.072414,correct,True,0.02789748,93025,"[-0.5653548836708069, 7.488906383514404]","[12.372174263000488, 13.4995698928833]",17297,"[5.678867340087891, 12.895675659179688, 1.43317449092865]","[10.267120361328125, 10.02382755279541, -1.5059109926223755]",-37.917976,-32.959362,incorrect,False,-75.83595,-98.87808,correct,True,-47.587788,-41.34358,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",24,1.1285456,15971,"[7.985755443572998, -5.928874492645264]","[0.47210729122161865, 1.975926160812378]",102312,"[-0.2847563326358795, 21.120298385620117, -6.3998026847839355]","[2.708146572113037, 9.18066120147705, -10.763911247253418]",-38.10621,-32.76855,incorrect,False,-76.21242,-98.30565,correct,True,-31.159391,-39.429905,correct,True,0.10054177,62258,"[3.8157219886779785, 12.386722564697266]","[-4.442041873931885, -11.507838249206543]",13188,"[8.683225631713867, 15.418681144714355, 0.7583429217338562]","[-5.095236778259277, -4.0392985343933105, -2.534529447555542]",-31.621387,-29.463562,incorrect,False,-63.242775,-88.390686,correct,True,-40.192204,-35.324703,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",25,1.3224941,17037,"[7.320842742919922, -4.6755499839782715]","[0.8043938279151917, 3.463994264602661]",76430,"[0.6805731058120728, 21.61652374267578, -10.861983299255371]","[12.271451950073242, 5.079854965209961, 7.725652694702148]",-35.963173,-32.255856,incorrect,False,-71.926346,-96.76756,correct,True,-30.548973,-37.189243,correct,True,0.4315018,117567,"[2.1118626594543457, 7.950301647186279]","[18.201719284057617, 3.7975971698760986]",41571,"[6.602566719055176, 14.866950035095215, -0.1921205371618271]","[9.80550479888916, 14.097704887390137, -7.304985523223877]",-31.225193,-28.6969,incorrect,False,-62.450386,-86.0907,correct,True,-36.532383,-32.04167,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",26,0.9976236,35240,"[6.552981376647949, -3.4412827491760254]","[-1.0028645992279053, 1.713659644126892]",51447,"[4.92087984085083, 22.34687614440918, -6.880465507507324]","[4.0208563804626465, -1.7076141834259033, 1.2253587245941162]",-35.97902,-28.415789,incorrect,False,-71.95804,-85.24737,correct,True,-31.509892,-33.141994,correct,True,0.26512024,37311,"[8.532567977905273, 7.701436519622803]","[2.5580880641937256, 4.337335109710693]",30674,"[9.122225761413574, 18.094449996948242, -3.104612112045288]","[-1.8959826231002808, -6.705082893371582, 10.343833923339844]",-28.77427,-28.25339,incorrect,False,-57.54854,-84.76017,correct,True,-29.486074,-28.896423,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",27,1.7242044e-05,47786,"[6.315629005432129, -2.7142491340637207]","[6.08651876449585, -3.8669817447662354]",46170,"[6.467934608459473, 22.553009033203125, -6.039982795715332]","[-5.6612548828125, 9.020997047424316, 2.4070141315460205]",-43.85822,-36.969746,incorrect,False,-87.71644,-110.90924,correct,True,-52.734444,-52.582138,incorrect,False,0.099166304,73926,"[9.693625450134277, 10.440958023071289]","[3.6555471420288086, -3.2448558807373047]",106070,"[8.051709175109863, 15.471893310546875, 1.9483716487884521]","[3.128612756729126, -0.5637949109077454, 1.3651316165924072]",-32.189377,-29.19435,incorrect,False,-64.37875,-87.583046,correct,True,-36.3821,-38.023987,correct,True,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",28,9.167831e-05,28834,"[8.245221138000488, -4.298458576202393]","[13.771540641784668, 8.423484802246094]",64277,"[4.4305338859558105, 24.64974021911621, -4.777998924255371]","[7.9603681564331055, 2.534214735031128, 18.026870727539062]",-44.74871,-37.717564,incorrect,False,-89.49742,-113.152695,correct,True,-52.414886,-56.229572,correct,True,0.0021728294,53447,"[10.636366844177246, 8.34386920928955]","[-4.237322807312012, 2.011716842651367]",83666,"[8.869818687438965, 13.94437026977539, 2.362104654312134]","[-1.529667615890503, 4.777133941650391, 10.96224594116211]",-37.713776,-31.09793,incorrect,False,-75.42755,-93.29379,correct,True,-42.830555,-44.597107,correct,True,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",29,5.7730962e-05,12333,"[11.390422821044922, -0.6020735502243042]","[-4.8421173095703125, 9.490784645080566]",47389,"[6.283369064331055, 22.83072853088379, 2.4647021293640137]","[-0.503191351890564, 24.7020320892334, 18.89121437072754]",-38.402405,-33.66054,incorrect,False,-76.80481,-100.98162,correct,True,-47.861767,-52.968822,correct,True,0.013445146,106151,"[7.341153144836426, 7.453087329864502]","[-9.338096618652344, 2.4995460510253906]",114286,"[6.941046714782715, 13.54241943359375, 6.137396335601807]","[-3.679964542388916, 17.922210693359375, 29.247766494750977]",-40.00535,-30.679085,incorrect,False,-80.0107,-92.037254,correct,True,-48.621407,-49.0215,correct,True,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",30,4.5243723e-05,18696,"[9.823774337768555, 2.355807304382324]","[7.155487537384033, 19.11538314819336]",46504,"[5.972385883331299, 28.4328556060791, 8.982571601867676]","[-1.368637204170227, 11.894362449645996, -7.429780006408691]",-39.928085,-30.288553,incorrect,False,-79.85617,-90.86566,correct,True,-50.723972,-54.575363,correct,True,0.0034771347,119316,"[3.443678379058838, 7.364408016204834]","[1.5917985439300537, 17.642858505249023]",87293,"[5.012022018432617, 17.731555938720703, 16.16860008239746]","[5.729345798492432, 7.401035785675049, -2.8461661338806152]",-43.935303,-27.701462,incorrect,False,-87.870605,-83.104385,incorrect,False,-52.449986,-50.881664,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",31,0.0009561675,9794,"[11.034122467041016, 8.869545936584473]","[8.627397537231445, 7.143672466278076]",42791,"[5.226478099822998, 30.878398895263672, 5.663115501403809]","[12.225207328796387, 8.22141170501709, 19.054624557495117]",-39.86766,-30.915762,incorrect,False,-79.73532,-92.747284,correct,True,-49.307724,-55.115368,correct,True,0.0001828512,153134,"[3.6322824954986572, 12.697319030761719]","[3.843322992324829, 3.754011631011963]",93704,"[6.434114456176758, 19.244596481323242, 13.842029571533203]","[11.726863861083984, 17.003063201904297, 21.330339431762695]",-48.720634,-29.660103,incorrect,False,-97.44127,-88.98031,incorrect,False,-62.128468,-59.32663,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",32,0.00042198013,6214,"[12.587972640991211, 10.144601821899414]","[8.344861030578613, 19.17181968688965]",22754,"[7.902213096618652, 32.260982513427734, 12.505363464355469]","[0.11484014242887497, 12.630026817321777, 8.912333488464355]",-39.61512,-27.130463,incorrect,False,-79.23024,-81.39139,correct,True,-48.255997,-52.941753,correct,True,0.00012064956,141562,"[4.516017436981201, 12.085094451904297]","[5.381047248840332, 16.65338706970215]",47873,"[9.4291353225708, 22.68206024169922, 20.663179397583008]","[4.623970031738281, 8.975656509399414, 2.875458240509033]",-49.197548,-24.715767,incorrect,False,-98.395096,-74.1473,incorrect,False,-61.6449,-56.731777,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",33,4.4821827e-05,5131,"[13.841833114624023, 14.143829345703125]","[4.764142990112305, 14.600076675415039]",30661,"[7.521081924438477, 32.49537658691406, 14.525945663452148]","[2.1397600173950195, 39.7861328125, -2.067467451095581]",-38.77806,-26.79303,incorrect,False,-77.55612,-80.37909,correct,True,-49.715527,-56.036274,correct,True,0.00022018825,156301,"[5.620760917663574, 15.384303092956543]","[13.375743865966797, 12.236091613769531]",65734,"[10.007495880126953, 22.84086799621582, 20.042861938476562]","[7.180387020111084, 20.393075942993164, 2.7937562465667725]",-44.70517,-22.760683,incorrect,False,-89.41034,-68.28205,incorrect,False,-59.72082,-55.334057,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",34,2.4961912e-05,4966,"[14.010106086730957, 16.587604522705078]","[24.1055965423584, 21.07918930053711]",31778,"[7.507849216461182, 39.658241271972656, 12.928374290466309]","[10.222833633422852, 10.06863021850586, 2.546391487121582]",-37.687073,-26.189957,incorrect,False,-75.374146,-78.56987,correct,True,-53.417812,-59.920067,correct,True,0.000878445,91937,"[8.878327369689941, 17.16446304321289]","[4.036929607391357, 10.1790132522583]",48776,"[11.359944343566895, 26.323217391967773, 19.626996994018555]","[2.799147605895996, 15.15666389465332, 2.110128879547119]",-39.47988,-19.209158,incorrect,False,-78.95976,-57.627472,incorrect,False,-52.13891,-49.657253,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",35,0.00019155057,847,"[19.35732650756836, 21.079782485961914]","[42.58774948120117, 6.833688259124756]",16486,"[9.706809043884277, 41.57295227050781, 13.147716522216797]","[16.556360244750977, 12.971526145935059, 28.551259994506836]",-36.13598,-25.106798,incorrect,False,-72.27196,-75.3204,correct,True,-47.88081,-57.531326,correct,True,0.0061473045,82994,"[9.479167938232422, 18.15285873413086]","[-0.227480947971344, -0.7869116067886353]",49168,"[11.493887901306152, 29.02825355529785, 19.15585708618164]","[9.938343048095703, 9.440929412841797, 41.74369812011719]",-38.102177,-17.765686,incorrect,False,-76.20435,-53.29706,incorrect,False,-48.072273,-46.05755,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",36,7.898638e-05,93,"[27.52488136291504, 21.4943904876709]","[50.19043731689453, 8.172986030578613]",5646,"[12.68903636932373, 40.26118850708008, 21.09898567199707]","[22.073575973510742, 15.477066993713379, 3.1342992782592773]",-28.674164,-20.972448,incorrect,False,-57.348328,-62.917343,correct,True,-36.603767,-51.43961,correct,True,0.011186174,101251,"[8.827336311340332, 17.016857147216797]","[8.621390342712402, 18.06665802001953]",30948,"[13.229390144348145, 28.702436447143555, 31.934816360473633]","[6.644320487976074, 14.595599174499512, 3.941244602203369]",-36.44333,-15.750163,incorrect,False,-72.88666,-47.25049,incorrect,False,-46.48474,-42.082687,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",37,3.4832276e-05,8,"[41.087127685546875, 23.236825942993164]","[2.8233048915863037, 6.0892205238342285]",619,"[18.64261245727539, 43.95710754394531, 20.028018951416016]","[-0.4239845871925354, 27.67121124267578, -4.378695011138916]",-17.969658,-17.872078,incorrect,False,-35.939316,-53.616234,correct,True,-22.311213,-44.75573,correct,True,0.0059019853,35692,"[11.001456260681152, 21.15593147277832]","[6.268578052520752, 9.042405128479004]",8759,"[14.76471996307373, 31.87375259399414, 30.572317123413086]","[4.53895378112793, 20.077022552490234, -0.9730547070503235]",-29.945934,-14.318317,incorrect,False,-59.89187,-42.954952,incorrect,False,-42.449844,-38.686584,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",38,0.0003800157,9,"[39.67965316772461, 23.941444396972656]","[26.06024932861328, 9.438521385192871]",723,"[17.535539627075195, 48.45479202270508, 15.921042442321777]","[14.490594863891602, 39.59599685668945, -17.922988891601562]",-16.017668,-17.057524,correct,True,-32.035336,-51.172573,correct,True,-21.74379,-43.887905,correct,True,0.7821278,24959,"[12.115523338317871, 22.328336715698242]","[2.2929494380950928, -2.7626984119415283]",8055,"[15.094971656799316, 35.132469177246094, 26.364883422851562]","[-4.163619041442871, 47.76641082763672, -31.43977928161621]",-23.002987,-10.036258,incorrect,False,-46.005974,-30.108774,incorrect,False,-31.486351,-28.506905,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",39,0.00050387706,3,"[43.3078498840332, 22.85903549194336]","[30.275724411010742, 41.09819030761719]",152,"[20.07367515563965, 52.968284606933594, 5.8562331199646]","[34.21738052368164, 14.53127384185791, 8.448841094970703]",-6.3810854,-14.292644,correct,True,-12.762171,-42.87793,correct,True,-11.278382,-34.512554,correct,True,0.45260563,3273,"[12.059069633483887, 19.006752014160156]","[0.8400239944458008, 9.19798469543457]",2387,"[12.860496520996094, 44.12504959106445, 11.683364868164062]","[2.752866744995117, 6.984889507293701, 0.9810730218887329]",-18.177717,-9.593314,incorrect,False,-36.355434,-28.779942,incorrect,False,-27.607796,-26.806356,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",40,0.1071093,2,"[51.59382247924805, 38.95684051513672]","[-1.919848084449768, 19.09178352355957]",20,"[31.050277709960938, 53.66310119628906, 7.889801025390625]","[20.496931076049805, -4.145238399505615, 0.22856855392456055]",-1.9003403,-8.14656,correct,True,-3.8006806,-24.439678,correct,True,-3.8006806,-24.344225,correct,True,0.008146615,887,"[12.61635971069336, 22.42148208618164]","[7.390775203704834, 24.289886474609375]",536,"[14.174051284790039, 47.010650634765625, 9.138910293579102]","[8.919374465942383, -12.09276008605957, -2.3983914852142334]",-17.923685,-10.490027,incorrect,False,-35.84737,-31.470083,incorrect,False,-32.99991,-31.442217,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,correct_first,True,"The capital of Brazil is either Brasilia or Rio de Janeiro. In fact,","The capital of Brazil is either Brasilia or Rio de Janeiro. In fact, the capital of Brazil is",41,0.6178058,1,"[58.05302047729492, 47.739707946777344]",,3,"[45.74232864379883, 47.03009796142578, 4.782707691192627]",,-0.18429737,-4.239206,correct,True,-0.36859474,-12.717617,correct,True,-0.36859474,-12.679287,correct,True,0.0021009753,468,"[19.474153518676758, 28.346590042114258]",,225,"[22.283414840698242, 39.486202239990234, 4.494628429412842]",,-18.479582,-11.378081,incorrect,False,-36.959164,-34.134243,incorrect,False,-36.91456,-34.10531,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",0,1.7221867e-38,15859,"[5.668944835662842, 9.540291786193848]","[-28.02924346923828, 26.053695678710938]",54308,"[-0.02392367646098137, 12.451797485351562, 7.020322799682617]","[-11.211756706237793, -32.487152099609375, 12.977005958557129]",-224.24646,-207.44756,incorrect,False,-448.49292,-622.34265,correct,True,-170.88998,-176.58286,correct,True,2.5450978e-24,60427,"[6.661409854888916, 8.402900695800781]","[-13.664462089538574, 17.918184280395508]",22990,"[10.51856803894043, 6.2798333168029785, 7.42905855178833]","[-3.9668993949890137, -12.983991622924805, 7.019981384277344]",-289.28955,-248.03674,incorrect,False,-578.5791,-744.1102,correct,True,-299.50012,-295.64297,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",1,3.5866144e-20,252295,"[-12.381511688232422, 20.91727066040039]","[-6.811807155609131, -13.65356159210205]",242365,"[-7.535357475280762, -4.645691394805908, 13.305795669555664]","[-10.36919116973877, -3.1821818351745605, -3.5576815605163574]",-169.20682,-156.02335,incorrect,False,-338.41364,-468.07004,correct,True,-115.84993,-111.00378,incorrect,False,4.9294853e-20,223685,"[0.25574439764022827, 15.869048118591309]","[-8.75059700012207, -13.627707481384277]",102649,"[8.587647438049316, -0.7186347246170044, 10.435589790344238]","[-14.567325592041016, -6.470437049865723, -3.4657187461853027]",-253.32605,-209.87471,incorrect,False,-506.6521,-629.62415,correct,True,-277.32416,-268.99225,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",2,1.4622447e-14,250902,"[-16.91050148010254, 13.59835433959961]","[-1.7423877716064453, -8.033632278442383]",246216,"[-14.976300239562988, -5.832420825958252, 10.150291442871094]","[6.246811866760254, 1.4805179834365845, -1.8364652395248413]",-143.18877,-125.989624,incorrect,False,-286.37753,-377.96887,correct,True,-92.98064,-91.04644,incorrect,False,1.2502137e-18,225628,"[-3.5697484016418457, 7.1957316398620605]","[-5.600261688232422, 3.7068240642547607]",148236,"[1.9434291124343872, -3.762343645095825, 7.572562217712402]","[-1.050830364227295, -3.112351179122925, 3.846186876296997]",-218.48643,-177.07954,incorrect,False,-436.97287,-531.23865,correct,True,-248.6885,-243.1753,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",3,6.43778e-08,253656,"[-18.746015548706055, 9.740843772888184]","[-4.142125129699707, -10.60348129272461]",212124,"[-9.93558120727539, -5.183681964874268, 9.453044891357422]","[-11.65414047241211, 6.4420905113220215, -7.996809482574463]",-127.09602,-110.52526,incorrect,False,-254.19205,-331.57578,correct,True,-78.55353,-69.743095,incorrect,False,1.8439234e-15,235945,"[-6.655502796173096, 8.73075008392334]","[-4.143105983734131, -6.505291938781738]",123539,"[1.4843488931655884, -5.3292388916015625, 9.927774429321289]","[-9.382767677307129, 0.2796345353126526, -0.5089300870895386]",-191.83133,-158.60072,incorrect,False,-383.66266,-475.8022,correct,True,-233.45157,-225.31177,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",4,2.3003988e-09,245839,"[-21.415414810180664, 4.505251407623291]","[-2.9046874046325684, 0.19985273480415344]",232116,"[-18.413000106811523, -1.9253510236740112, 5.293402194976807]","[6.33547306060791, 6.566586971282959, 7.451034069061279]",-111.41536,-96.60339,incorrect,False,-222.83072,-289.81018,correct,True,-79.302986,-76.300575,incorrect,False,7.562747e-15,204028,"[-8.935498237609863, 5.896299362182617]","[-8.595903396606445, 4.0495710372924805]",105639,"[-3.2734572887420654, -5.460677623748779, 10.113043785095215]","[3.1150546073913574, 2.6328811645507812, 12.680085182189941]",-167.06598,-136.40147,incorrect,False,-334.13196,-409.2044,correct,True,-206.87918,-201.21715,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",5,0.07098876,238673,"[-20.995824813842773, 4.604041576385498]","[4.147866249084473, -6.116312026977539]",134162,"[-10.570897102355957, 2.3456368446350098, 10.040796279907227]","[-6.818174362182617, -1.0528148412704468, -4.9938883781433105]",-90.67202,-76.19467,incorrect,False,-181.34404,-228.58401,correct,True,-67.71786,-57.292923,incorrect,False,5.1622296e-12,194266,"[-12.371618270874023, 8.349126815795898]","[1.9286590814590454, 5.797898769378662]",25636,"[-0.8701261878013611, -3.3305537700653076, 17.396366119384766]","[-0.648398756980896, -5.043673515319824, 7.3854079246521]",-142.43047,-114.06846,incorrect,False,-284.86093,-342.20538,correct,True,-184.31497,-172.8135,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",6,0.060139194,193977,"[-16.392013549804688, 1.434936285018921]","[0.6139260530471802, -9.03970718383789]",159704,"[-13.552634239196777, 1.7484040260314941, 7.046207427978516]","[-2.4716038703918457, 14.123865127563477, -10.90921401977539]",-74.10051,-65.63586,incorrect,False,-148.20102,-196.90758,correct,True,-56.6188,-53.779423,incorrect,False,3.3122713e-10,207473,"[-11.395785331726074, 10.474210739135742]","[9.363487243652344, 1.3737906217575073]",44229,"[-1.1460026502609253, -5.670160293579102, 19.98236083984375]","[8.7015962600708, 15.629989624023438, -8.078073501586914]",-118.2776,-92.845634,incorrect,False,-236.5552,-278.5369,correct,True,-159.60823,-149.35847,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",7,0.00016934825,124580,"[-15.276061058044434, -3.3789873123168945]","[4.168140411376953, -1.6454086303710938]",115506,"[-14.336180686950684, 8.219398498535156, 0.9454981684684753]","[-4.188320159912109, 2.5135090351104736, -19.857770919799805]",-72.54973,-64.790825,incorrect,False,-145.09946,-194.37248,correct,True,-64.89761,-63.957737,incorrect,False,5.773284e-10,77565,"[-6.467630386352539, 11.490616798400879]","[-2.4618043899536133, 13.008039474487305]",5322,"[2.5921738147735596, 2.5721280574798584, 13.912433624267578]","[-6.795658588409424, -0.2726435363292694, -5.256521701812744]",-103.78987,-83.47088,incorrect,False,-207.57974,-250.41263,correct,True,-143.72227,-134.66246,incorrect,False,The capital
