response_correct,syllogism_condition,rt,syllogism_name,subject,is_valid,answer_with_valid,is_realistic,is_consistent,is_nonsense,unique_id
False,violate,45.46339,whales_mammals_big,Human,True,False,True,False,False,whales_mammals_big^violate^valid
True,nonsense,46.531118,nonsense_phrite_ing_pand,Human,True,True,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
True,consistent,15.230926,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,nonsense,36.76561,nonsense_phrite_ing_pand,Human,True,True,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
True,nonsense,32.16399,nonsense_gand_yusp_druff,Human,True,True,False,False,True,nonsense_gand_yusp_druff^nonsense^valid
False,consistent,16.566368,computers_electronics_expensive,Human,False,True,True,True,False,computers_electronics_expensive^consistent^invalid
True,consistent,56.465434,vehicles_mobile_buildings,Human,False,False,True,True,False,vehicles_mobile_buildings^consistent^invalid
True,nonsense,279.430562,nonsense_yob_broft_jank,Human,False,False,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
True,nonsense,67.365506,nonsense_sclack_chask_pron,Human,True,True,False,False,True,nonsense_sclack_chask_pron^nonsense^valid
True,violate,52.830925,vehicles_mobile_buildings,Human,False,False,True,False,False,vehicles_mobile_buildings^violate^invalid
True,violate,52.132274,computers_electronics_expensive,Human,False,False,True,False,False,computers_electronics_expensive^violate^invalid
False,violate,10.665899,whales_mammals_big,Human,False,True,True,False,False,whales_mammals_big^violate^invalid
False,nonsense,36.397178,nonsense_sneb_jing_omp,Human,True,False,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
False,violate,19.029979,gems_diamonds_transparent,Human,False,True,True,False,False,gems_diamonds_transparent^violate^invalid
True,consistent,26.631387,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,nonsense,19.731102,nonsense_phrist_biss_skemp,Human,True,True,False,False,True,nonsense_phrist_biss_skemp^nonsense^valid
True,nonsense,22.598351,nonsense_gand_yusp_druff,Human,True,True,False,False,True,nonsense_gand_yusp_druff^nonsense^valid
True,consistent,40.56426,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,violate,41.597669,food_vegetables_healthy,Human,True,True,True,False,False,food_vegetables_healthy^violate^valid
True,violate,21.097906,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
False,nonsense,24.765224,nonsense_phrite_ing_pand,Human,True,False,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
True,consistent,23.897757,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,violate,32.698956,flowers_animals_reptiles,Human,False,False,True,False,False,flowers_animals_reptiles^violate^invalid
True,violate,20.997323,computers_electronics_expensive,Human,False,False,True,False,False,computers_electronics_expensive^violate^invalid
True,violate,24.6969,famous_wealthy_old,Human,False,False,True,False,False,famous_wealthy_old^violate^invalid
True,consistent,48.764564,dragons_mythical_exist,Human,False,False,True,True,False,dragons_mythical_exist^consistent^invalid
True,violate,11.128931,whales_mammals_big,Human,False,False,True,False,False,whales_mammals_big^violate^invalid
True,violate,51.665357,computers_electronics_expensive,Human,False,False,True,False,False,computers_electronics_expensive^violate^invalid
False,violate,95.699055,computers_electronics_expensive,Human,True,False,True,False,False,computers_electronics_expensive^violate^valid
True,violate,43.164017,flowers_animals_reptiles,Human,False,False,True,False,False,flowers_animals_reptiles^violate^invalid
False,consistent,44.564212,librarians_happy_healthy,Human,False,True,True,True,False,librarians_happy_healthy^consistent^invalid
True,nonsense,53.963326,nonsense_wib_mact_boct,Human,False,False,False,False,True,nonsense_wib_mact_boct^nonsense^invalid
True,consistent,20.032074,guns_weapons_dangerous,Human,False,False,True,True,False,guns_weapons_dangerous^consistent^invalid
False,consistent,58.798806,vehicles_mobile_buildings,Human,False,True,True,True,False,vehicles_mobile_buildings^consistent^invalid
False,consistent,24.625673,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,nonsense,45.198928,nonsense_gick_criff_riff,Human,False,False,False,False,True,nonsense_gick_criff_riff^nonsense^invalid
False,consistent,23.465127,famous_wealthy_old,Human,False,True,True,True,False,famous_wealthy_old^consistent^invalid
True,violate,44.66561,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
True,violate,44.964447,plants_trees_tall,Human,True,True,True,False,False,plants_trees_tall^violate^valid
False,consistent,11.265139,plants_trees_tall,Human,False,True,True,True,False,plants_trees_tall^consistent^invalid
True,violate,12.728522,plants_trees_tall,Human,False,False,True,False,False,plants_trees_tall^violate^invalid
True,violate,24.794705,food_vegetables_healthy,Human,False,False,True,False,False,food_vegetables_healthy^violate^invalid
False,nonsense,25.761448,nonsense_phrite_ing_pand,Human,True,False,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
False,violate,36.165275,gems_diamonds_transparent,Human,True,False,True,False,False,gems_diamonds_transparent^violate^valid
True,nonsense,28.357887,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
False,violate,19.661305,food_vegetables_healthy,Human,True,False,True,False,False,food_vegetables_healthy^violate^valid
True,consistent,20.428825,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,violate,19.327943,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid
True,violate,40.861234,gems_diamonds_transparent,Human,True,True,True,False,False,gems_diamonds_transparent^violate^valid
True,nonsense,26.611689,nonsense_yob_broft_jank,Human,False,False,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
True,nonsense,19.131601,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,nonsense,36.216724,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
True,nonsense,78.330687,nonsense_yob_broft_jank,Human,False,False,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
False,consistent,26.630369,whales_mammals_big,Human,False,True,True,True,False,whales_mammals_big^consistent^invalid
True,nonsense,41.949668,nonsense_splack_zoct_spuff,Human,True,True,False,False,True,nonsense_splack_zoct_spuff^nonsense^valid
True,consistent,57.180214,politicians_dishonest_lie,Human,True,True,True,True,False,politicians_dishonest_lie^consistent^valid
True,consistent,18.749829,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,nonsense,41.665306,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid
False,nonsense,36.064586,nonsense_fleff_drap_ved,Human,False,True,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
False,consistent,20.818091,whales_mammals_big,Human,False,True,True,True,False,whales_mammals_big^consistent^invalid
True,nonsense,30.428253,nonsense_frupt_liff_blop,Human,False,False,False,False,True,nonsense_frupt_liff_blop^nonsense^invalid
False,nonsense,62.537797,nonsense_wib_mact_boct,Human,False,True,False,False,True,nonsense_wib_mact_boct^nonsense^invalid
False,violate,26.413831,politicians_dishonest_lie,Human,False,True,True,False,False,politicians_dishonest_lie^violate^invalid
True,nonsense,28.232097,nonsense_sneb_jing_omp,Human,True,True,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
False,consistent,37.342038,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,consistent,24.409613,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,consistent,32.640732,vehicles_mobile_buildings,Human,False,True,True,True,False,vehicles_mobile_buildings^consistent^invalid
True,consistent,17.495588,whales_mammals_big,Human,True,True,True,True,False,whales_mammals_big^consistent^valid
True,nonsense,47.698632,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
False,nonsense,43.199921,nonsense_sclace_dact_yink,Human,True,False,False,False,True,nonsense_sclace_dact_yink^nonsense^valid
False,consistent,27.763692,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,nonsense,19.197089,nonsense_yob_broft_jank,Human,False,True,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
True,consistent,14.70065,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
False,consistent,38.528236,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,consistent,34.643669,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,nonsense,51.031788,nonsense_gick_criff_riff,Human,False,True,False,False,True,nonsense_gick_criff_riff^nonsense^invalid
False,violate,10.663227,plants_trees_tall,Human,True,False,True,False,False,plants_trees_tall^violate^valid
True,violate,23.931767,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
False,nonsense,26.331689,nonsense_sclace_dact_yink,Human,True,False,False,False,True,nonsense_sclace_dact_yink^nonsense^valid
False,consistent,27.964406,famous_wealthy_old,Human,False,True,True,True,False,famous_wealthy_old^consistent^invalid
False,consistent,13.03149,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,violate,24.762492,food_vegetables_healthy,Human,False,True,True,False,False,food_vegetables_healthy^violate^invalid
True,nonsense,19.630491,nonsense_splack_zoct_spuff,Human,True,True,False,False,True,nonsense_splack_zoct_spuff^nonsense^valid
False,nonsense,26.129149,nonsense_phrite_ing_pand,Human,True,False,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
False,violate,24.931481,politicians_dishonest_lie,Human,False,True,True,False,False,politicians_dishonest_lie^violate^invalid
True,nonsense,16.93155,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,consistent,22.164836,politicians_dishonest_lie,Human,True,True,True,True,False,politicians_dishonest_lie^consistent^valid
True,nonsense,46.330322,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,consistent,19.229543,politicians_dishonest_lie,Human,False,False,True,True,False,politicians_dishonest_lie^consistent^invalid
True,nonsense,83.704001,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
False,consistent,37.43065,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,violate,60.196211,politicians_dishonest_lie,Human,True,True,True,False,False,politicians_dishonest_lie^violate^valid
True,consistent,20.629792,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
True,nonsense,25.465628,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid
True,nonsense,140.098684,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
False,consistent,17.998356,plants_trees_tall,Human,False,True,True,True,False,plants_trees_tall^consistent^invalid
True,violate,27.895713,gems_diamonds_transparent,Human,True,True,True,False,False,gems_diamonds_transparent^violate^valid
True,consistent,101.59616,vehicles_mobile_buildings,Human,False,False,True,True,False,vehicles_mobile_buildings^consistent^invalid
True,nonsense,14.461982,nonsense_wib_mact_boct,Human,False,False,False,False,True,nonsense_wib_mact_boct^nonsense^invalid
True,consistent,132.69725,whales_mammals_big,Human,False,False,True,True,False,whales_mammals_big^consistent^invalid
True,nonsense,29.763603,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,consistent,15.862148,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,nonsense,19.365075,nonsense_sneb_jing_omp,Human,True,True,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
True,violate,11.694285,gems_diamonds_transparent,Human,True,True,True,False,False,gems_diamonds_transparent^violate^valid
False,consistent,17.831497,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,violate,42.529376,plants_trees_tall,Human,False,False,True,False,False,plants_trees_tall^violate^invalid
True,nonsense,35.86514,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
True,nonsense,19.296233,nonsense_frupt_liff_blop,Human,False,False,False,False,True,nonsense_frupt_liff_blop^nonsense^invalid
False,consistent,15.23923,whales_mammals_big,Human,False,True,True,True,False,whales_mammals_big^consistent^invalid
True,consistent,46.863033,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
False,nonsense,19.731131,nonsense_yob_broft_jank,Human,False,True,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
False,violate,18.128994,food_vegetables_healthy,Human,True,False,True,False,False,food_vegetables_healthy^violate^valid
False,violate,25.364847,food_vegetables_healthy,Human,False,True,True,False,False,food_vegetables_healthy^violate^invalid
False,consistent,24.964613,whales_mammals_big,Human,True,False,True,True,False,whales_mammals_big^consistent^valid
False,nonsense,69.26492,nonsense_gick_criff_riff,Human,False,True,False,False,True,nonsense_gick_criff_riff^nonsense^invalid
False,consistent,19.697227,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,violate,41.330975,dragons_mythical_exist,Human,True,False,True,False,False,dragons_mythical_exist^violate^valid
False,consistent,12.86479,famous_wealthy_old,Human,False,True,True,True,False,famous_wealthy_old^consistent^invalid
True,violate,28.864329,food_vegetables_healthy,Human,True,True,True,False,False,food_vegetables_healthy^violate^valid
False,consistent,15.995367,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,consistent,26.565608,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,violate,14.394915,plants_trees_tall,Human,True,True,True,False,False,plants_trees_tall^violate^valid
True,nonsense,35.997968,nonsense_sclace_dact_yink,Human,True,True,False,False,True,nonsense_sclace_dact_yink^nonsense^valid
True,violate,25.130146,plants_trees_tall,Human,False,False,True,False,False,plants_trees_tall^violate^invalid
True,nonsense,81.696124,nonsense_splack_zoct_spuff,Human,True,True,False,False,True,nonsense_splack_zoct_spuff^nonsense^valid
False,consistent,14.629793,vehicles_mobile_buildings,Human,False,True,True,True,False,vehicles_mobile_buildings^consistent^invalid
True,consistent,25.495706,politicians_dishonest_lie,Human,True,True,True,True,False,politicians_dishonest_lie^consistent^valid
True,nonsense,38.028319,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
True,nonsense,20.528833,nonsense_phrite_ing_pand,Human,True,True,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
False,violate,26.728664,politicians_dishonest_lie,Human,True,False,True,False,False,politicians_dishonest_lie^violate^valid
False,nonsense,40.961848,nonsense_yob_broft_jank,Human,False,True,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
True,nonsense,47.33157,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
False,consistent,19.531515,plants_trees_tall,Human,False,True,True,True,False,plants_trees_tall^consistent^invalid
True,violate,34.098378,gems_diamonds_transparent,Human,True,True,True,False,False,gems_diamonds_transparent^violate^valid
False,violate,17.296049,politicians_dishonest_lie,Human,False,True,True,False,False,politicians_dishonest_lie^violate^invalid
True,nonsense,29.930501,nonsense_frupt_liff_blop,Human,False,False,False,False,True,nonsense_frupt_liff_blop^nonsense^invalid
True,nonsense,18.029031,nonsense_paft_usp_cesk,Human,True,True,False,False,True,nonsense_paft_usp_cesk^nonsense^valid
True,nonsense,24.59691,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,nonsense,32.327907,nonsense_wib_mact_boct,Human,False,False,False,False,True,nonsense_wib_mact_boct^nonsense^invalid
True,consistent,21.865069,politicians_dishonest_lie,Human,False,False,True,True,False,politicians_dishonest_lie^consistent^invalid
True,violate,61.228718,gems_diamonds_transparent,Human,True,True,True,False,False,gems_diamonds_transparent^violate^valid
True,consistent,25.96077,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
False,nonsense,18.497325,nonsense_yob_broft_jank,Human,False,True,False,False,True,nonsense_yob_broft_jank^nonsense^invalid
False,consistent,34.129288,whales_mammals_big,Human,False,True,True,True,False,whales_mammals_big^consistent^invalid
False,consistent,33.727853,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,consistent,12.863504,plants_trees_tall,Human,True,True,True,True,False,plants_trees_tall^consistent^valid
True,consistent,28.363526,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,nonsense,25.831861,nonsense_sneb_jing_omp,Human,True,True,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
True,nonsense,23.131898,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,nonsense,30.397826,nonsense_shiff_yot_plusk,Human,True,True,False,False,True,nonsense_shiff_yot_plusk^nonsense^valid
True,nonsense,18.496145,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
False,consistent,19.831011,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,violate,18.230402,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
True,violate,40.968997,vehicles_mobile_buildings,Human,False,False,True,False,False,vehicles_mobile_buildings^violate^invalid
True,violate,24.765607,gems_diamonds_transparent,Human,False,False,True,False,False,gems_diamonds_transparent^violate^invalid
True,violate,45.70566,dragons_mythical_exist,Human,False,False,True,False,False,dragons_mythical_exist^violate^invalid
True,consistent,18.904787,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
True,consistent,28.930115,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,nonsense,21.965998,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,violate,21.231769,food_vegetables_healthy,Human,True,True,True,False,False,food_vegetables_healthy^violate^valid
False,nonsense,26.198483,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid
False,violate,38.063452,flowers_animals_reptiles,Human,False,True,True,False,False,flowers_animals_reptiles^violate^invalid
True,consistent,50.328947,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
True,nonsense,17.729354,nonsense_sclace_dact_yink,Human,True,True,False,False,True,nonsense_sclace_dact_yink^nonsense^valid
True,violate,36.392171,vehicles_mobile_buildings,Human,True,True,True,False,False,vehicles_mobile_buildings^violate^valid
False,violate,32.5963,gems_diamonds_transparent,Human,True,False,True,False,False,gems_diamonds_transparent^violate^valid
False,consistent,30.211128,dragons_mythical_exist,Human,False,True,True,True,False,dragons_mythical_exist^consistent^invalid
True,consistent,19.426652,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
True,nonsense,20.398558,nonsense_phrite_ing_pand,Human,True,True,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
True,violate,43.465312,flowers_animals_reptiles,Human,False,False,True,False,False,flowers_animals_reptiles^violate^invalid
True,violate,39.564424,computers_electronics_expensive,Human,False,False,True,False,False,computers_electronics_expensive^violate^invalid
False,nonsense,20.596188,nonsense_phrist_biss_skemp,Human,True,False,False,False,True,nonsense_phrist_biss_skemp^nonsense^valid
True,violate,20.86174,plants_trees_tall,Human,False,False,True,False,False,plants_trees_tall^violate^invalid
True,nonsense,23.240926,nonsense_phrist_biss_skemp,Human,True,True,False,False,True,nonsense_phrist_biss_skemp^nonsense^valid
True,nonsense,19.231729,nonsense_phrist_biss_skemp,Human,True,True,False,False,True,nonsense_phrist_biss_skemp^nonsense^valid
False,consistent,32.03066,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
False,consistent,34.297798,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,nonsense,34.8291,nonsense_shrad_splect_dring,Human,True,True,False,False,True,nonsense_shrad_splect_dring^nonsense^valid
True,nonsense,32.873531,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,consistent,32.962443,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,nonsense,47.26207,nonsense_sclack_chask_pron,Human,True,True,False,False,True,nonsense_sclack_chask_pron^nonsense^valid
False,violate,20.665052,plants_trees_tall,Human,False,True,True,False,False,plants_trees_tall^violate^invalid
True,consistent,18.364353,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
True,violate,12.491402,famous_wealthy_old,Human,False,False,True,False,False,famous_wealthy_old^violate^invalid
True,consistent,28.542307,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
False,violate,18.496304,famous_wealthy_old,Human,True,False,True,False,False,famous_wealthy_old^violate^valid
True,nonsense,28.432106,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
True,violate,42.830241,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
True,consistent,38.39848,vehicles_mobile_buildings,Human,True,True,True,True,False,vehicles_mobile_buildings^consistent^valid
False,nonsense,47.26324,nonsense_gick_criff_riff,Human,False,True,False,False,True,nonsense_gick_criff_riff^nonsense^invalid
False,nonsense,66.431552,nonsense_glap_phropt_soff,Human,False,True,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid
True,consistent,49.463448,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
False,violate,38.865664,flowers_animals_reptiles,Human,False,True,True,False,False,flowers_animals_reptiles^violate^invalid
False,violate,111.164119,vehicles_mobile_buildings,Human,False,True,True,False,False,vehicles_mobile_buildings^violate^invalid
True,nonsense,37.298284,nonsense_sneb_jing_omp,Human,True,True,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
False,nonsense,35.132093,nonsense_sland_spluff_gusp,Human,True,False,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,consistent,18.331635,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,violate,29.530396,vehicles_mobile_buildings,Human,True,True,True,False,False,vehicles_mobile_buildings^violate^valid
True,violate,37.465609,flowers_animals_reptiles,Human,False,False,True,False,False,flowers_animals_reptiles^violate^invalid
False,violate,12.427847,food_vegetables_healthy,Human,True,False,True,False,False,food_vegetables_healthy^violate^valid
False,violate,53.729858,dragons_mythical_exist,Human,False,True,True,False,False,dragons_mythical_exist^violate^invalid
True,violate,29.698738,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
False,violate,20.731924,plants_trees_tall,Human,False,True,True,False,False,plants_trees_tall^violate^invalid
False,nonsense,40.464583,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid
False,consistent,43.464273,dragons_mythical_exist,Human,False,True,True,True,False,dragons_mythical_exist^consistent^invalid
True,consistent,16.230717,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
True,consistent,16.590139,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
False,consistent,26.464517,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,consistent,18.630384,food_vegetables_healthy,Human,True,True,True,True,False,food_vegetables_healthy^consistent^valid
True,consistent,8.628469,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
False,nonsense,40.830285,nonsense_shrad_splect_dring,Human,True,False,False,False,True,nonsense_shrad_splect_dring^nonsense^valid
True,nonsense,46.298384,nonsense_phrite_ing_pand,Human,True,True,False,False,True,nonsense_phrite_ing_pand^nonsense^valid
True,violate,27.398974,plants_trees_tall,Human,False,False,True,False,False,plants_trees_tall^violate^invalid
True,nonsense,27.097387,nonsense_sclack_chask_pron,Human,True,True,False,False,True,nonsense_sclack_chask_pron^nonsense^valid
True,violate,18.563288,gems_diamonds_transparent,Human,False,False,True,False,False,gems_diamonds_transparent^violate^invalid
True,consistent,22.049714,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
True,nonsense,44.064181,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,consistent,20.131371,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
True,consistent,29.196089,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
False,violate,13.764704,famous_wealthy_old,Human,False,True,True,False,False,famous_wealthy_old^violate^invalid
True,violate,19.495852,computers_electronics_expensive,Human,False,False,True,False,False,computers_electronics_expensive^violate^invalid
False,violate,41.232888,dragons_mythical_exist,Human,True,False,True,False,False,dragons_mythical_exist^violate^valid
False,nonsense,62.364311,nonsense_gick_criff_riff,Human,False,True,False,False,True,nonsense_gick_criff_riff^nonsense^invalid
False,violate,21.464543,famous_wealthy_old,Human,True,False,True,False,False,famous_wealthy_old^violate^valid
True,consistent,22.66545,vehicles_mobile_buildings,Human,True,True,True,True,False,vehicles_mobile_buildings^consistent^valid
False,violate,17.7976,gems_diamonds_transparent,Human,True,False,True,False,False,gems_diamonds_transparent^violate^valid
True,nonsense,26.631544,nonsense_fleff_drap_ved,Human,False,False,False,False,True,nonsense_fleff_drap_ved^nonsense^invalid
False,consistent,25.361811,politicians_dishonest_lie,Human,False,True,True,True,False,politicians_dishonest_lie^consistent^invalid
True,consistent,20.697369,food_vegetables_healthy,Human,True,True,True,True,False,food_vegetables_healthy^consistent^valid
True,violate,43.997699,dragons_mythical_exist,Human,True,True,True,False,False,dragons_mythical_exist^violate^valid
True,consistent,69.563589,famous_wealthy_old,Human,True,True,True,True,False,famous_wealthy_old^consistent^valid
False,consistent,50.230476,famous_wealthy_old,Human,True,False,True,True,False,famous_wealthy_old^consistent^valid
True,nonsense,30.031244,nonsense_sneb_jing_omp,Human,True,True,False,False,True,nonsense_sneb_jing_omp^nonsense^valid
False,nonsense,27.631614,nonsense_glap_phropt_soff,Human,False,True,False,False,True,nonsense_glap_phropt_soff^nonsense^invalid
True,nonsense,39.731253,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,violate,17.89687,famous_wealthy_old,Human,True,True,True,False,False,famous_wealthy_old^violate^valid
True,violate,40.230884,vehicles_mobile_buildings,Human,False,False,True,False,False,vehicles_mobile_buildings^violate^invalid
True,violate,27.098364,food_vegetables_healthy,Human,True,True,True,False,False,food_vegetables_healthy^violate^valid
False,nonsense,49.198987,nonsense_nept_bript_jeft,Human,False,True,False,False,True,nonsense_nept_bript_jeft^nonsense^invalid
False,violate,42.397273,dragons_mythical_exist,Human,False,True,True,False,False,dragons_mythical_exist^violate^invalid
True,consistent,26.89752,guns_weapons_dangerous,Human,True,True,True,True,False,guns_weapons_dangerous^consistent^valid
True,nonsense,27.598407,nonsense_sland_spluff_gusp,Human,True,True,False,False,True,nonsense_sland_spluff_gusp^nonsense^valid
True,consistent,18.797722,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
False,consistent,14.030508,dragons_mythical_exist,Human,False,True,True,True,False,dragons_mythical_exist^consistent^invalid
True,consistent,20.898487,librarians_happy_healthy,Human,True,True,True,True,False,librarians_happy_healthy^consistent^valid
False,violate,29.498928,flowers_animals_reptiles,Human,False,True,True,False,False,flowers_animals_reptiles^violate^invalid
False,violate,20.129865,vehicles_mobile_buildings,Human,True,False,True,False,False,vehicles_mobile_buildings^violate^valid
